DrugMaster_ID	SourceSystem_Code	Drug_Code	DrugMaster_Code	Drug_Description	AltDrug_Description	OriginalDrug_Description	Universal_Code	GenericDrugType_Code	Schedule_Code	Manufacturer_Name	GenNHS_Code	Form_Code	Strength_Code	Generic_Name	PackSize_Qty	Type_Code	Class_Code	PBS_Code	PackMultiplier_Number	OverridePackSize_Qty	Processed	AutoDMC_Code	FailureType_Code	Created_DateTime	LastUpdate_DateTime	Mapped_DateTime	PBSItemValid	Column 28
NULL	ZDISPENSE	B62E84C1-8C51-4B43-80D0-A08CDE75B63D	!UNMAPPED	MEDICAL CERTIFICATE	MEDICAL CERTIFICATE	MEDICAL CERTIFICATE	860	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B6490476-88CA-45FC-B960-70E317AFE5E4	!UNMAPPED	PHCY CARE FEMINA V CAPSULE	PHCY CARE FEMINA V CAPSULE	PHCY CARE FEMINA V CAPSULE	9341571003016	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B669BEC3-472F-4C35-86AD-48C0C40157DD	!UNMAPPED	BIOC MIGRAINE CARE 60 TABS	BIOC MIGRAINE CARE 60 TABS	BIOC MIGRAINE CARE 60 TABS	9337896000397	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B69DB0D1-15F3-4807-9ACE-754830AE04C9	!UNMAPPED	BD MICRO-FINE PEN NEEDLES 4MM	BD MICRO-FINE PEN NEEDLES 4MM	BD MICRO-FINE PEN NEEDLES 4MM	382903204755	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B6DF7228-0ECF-402F-B502-0D792603EE07	!UNMAPPED	AMC FEM V 3 DAY CREAM 20G	AMC FEM V 3 DAY CREAM 20G	AMC FEM V 3 DAY CREAM 20G	9314567203974	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B72E8D26-1FDE-47FA-91A9-5C8961EC0884	!UNMAPPED	MYCOSTATIN ORAL DRP  24ML	MYCOSTATIN ORAL DRP  24ML	MYCOSTATIN ORAL DRP  24ML	9316626102983	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B7BB4CB2-8219-487C-8125-6E6B0637D69F	!UNMAPPED	ARGINAID (LEM)	ARGINAID LEMON PDR SACH (14X9.2G)	ARGINAID (LEM)	NULL	NULL	NULL	NULL	NULL	SACHET	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	B9F253E8-7AC9-4DB4-9D8C-1C5BED86BD56	!UNMAPPED	FAULDING PROBIOTIC HI POTENCY 30S	FAULDING PROBIOTIC HI POTENCY 30S	FAULDING PROBIOTIC HI POTENCY 30S	9316100170439	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BA0580C2-7B9D-493C-A1E2-3D8A09864916	!UNMAPPED	PHCY CARE FEMINA V 150MG CAP	PHCY CARE FEMINA V 150MG CAP	PHCY CARE FEMINA V 150MG CAP	9341571003016	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BA2087A3-8C22-4D36-ABA3-2A3B697A42C7	!UNMAPPED	XEMATOP BASE PCCA	XEMATOP BASE PCCA	XEMATOP BASE PCCA	116	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BA4C7415-7837-433A-A32F-CCB6CC7BCF11	!UNMAPPED	POUCH  ARM SLING ADULT	POUCH  ARM SLING ADULT	POUCH  ARM SLING ADULT	9315882202277	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BAA1B5EE-54DB-4FA0-BC60-3FDCD6D59906	!UNMAPPED	SCHICK HYDRO 3 KIT	SCHICK HYDRO 3 KIT	SCHICK HYDRO 3 KIT	6937266703052	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BAAF014C-1CEF-41A7-A160-F5EDC02F977E	!UNMAPPED	STUGERON 25MG 200 TABLETS	STUGERON 25MG 200 TABLETS	STUGERON 25MG 200 TABLETS	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BADE7217-439E-47EF-915D-2CAC900C3F9A	!UNMAPPED	FYBOGEL SACH ORNG 30 (3)	FYBOGEL SACH ORNG 30 (3)	FYBOGEL SACH ORNG 30 (3)	NULL	NULL	NULL	RC	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BAE22308-2064-4432-A5E4-4B2C2C8C5E12	!UNMAPPED	DI-GESIC	DI-GESIC TABLETS 32.5MG-325MG	DI-GESIC	NULL	NULL	NULL	NULL	NULL	TABLETS	32.5MG-325MG	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BAEA9641-1A22-4CEE-A571-0931F109F625	!UNMAPPED	FLO CRS KIT 4	FLO CRS KIT 4	FLO CRS KIT 4	9333279000442	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BBF38FEA-BB36-4118-B50A-05BFE14A41BD	!UNMAPPED	QUALITY HEALTH VITAMIN D 1000IU 300	QUALITY HEALTH VITAMIN D 1000IU 300	QUALITY HEALTH VITAMIN D 1000IU 300	9314807049805	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BC37E597-39BA-4289-924A-25C9153CE236	!UNMAPPED	OESTRIOL PROGESTERONE	OESTRIOL PROGESTERONE CAPSULES 4MG 100MG	OESTRIOL PROGESTERONE	NULL	NULL	NULL	NULL	NULL	CAPSULES	4MG 100MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BC3F690E-FCE1-42FF-8A6F-B16455C16B8A	!UNMAPPED	BD  ULTRA-FINE 11 0.5ML 31G X 8MM 328821	BD  ULTRA-FINE 11 0.5ML 31G X 8MM 328821	BD  ULTRA-FINE 11 0.5ML 31G X 8MM 328821	382903288212	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BC90177A-A1C1-4695-965B-5225B8E44D97	!UNMAPPED	PHCY CARE ASTHMA SPACER	PHCY CARE ASTHMA SPACER	PHCY CARE ASTHMA SPACER	9341571002415	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BCB20E39-2D6D-42F8-8EB2-2B7B6D9A0F6A	!UNMAPPED	OESTRIOL 1MG/G VAGINAL CREAM 15G	OESTRIOL 1MG/G VAGINAL CREAM 15G	OESTRIOL 1MG/G VAGINAL CREAM 15G	3288	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BCD49597-3673-421A-994D-6EFCA9FE3BC6	!UNMAPPED	BIOC LACTOFERRIN + SB 60C	BIOC LACTOFERRIN + SB 60C	BIOC LACTOFERRIN + SB 60C	9328727009276	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BD5DE560-5070-4657-8CFF-9CF7786EB107	!UNMAPPED	CMM ANTI INFLAM CRM 10G SYR	CMM ANTI INFLAM CRM 10G SYR	CMM ANTI INFLAM CRM 10G SYR	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BD700325-50B0-4E68-8522-5CE86BCA1057	!UNMAPPED	LUCOZADE ORNG 300ML	LUCOZADE ORNG 300ML	LUCOZADE ORNG 300ML	9300673814463	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BEA81345-6E42-4EA5-AB9F-98D45F009641	!UNMAPPED	BYS LIQ LIPSTICK	BYS LIQ LIPSTICK	BYS LIQ LIPSTICK	9313880310109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BF0E7A98-0193-4CD3-8A71-CB908CF4F362	!UNMAPPED	LPC 6% AC SAL2% IN WSP 100G	LPC 6% AC SAL2% IN WSP 100G	LPC 6% AC SAL2% IN WSP 100G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	BFB0D665-1BF0-43F4-A32D-8ED30AD5D59B	!UNMAPPED	BODIGRIP SIZE E 8.75CMX1M FLESH (3)ASST	BODIGRIP SIZE E 8.75CMX1M FLESH (3)ASST	BODIGRIP SIZE E 8.75CMX1M FLESH (3)ASST	9325334013481	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C0A1784C-72DA-43A8-A6DE-E2DD0C494DCC	!UNMAPPED	TACROLIMUS 0.1% IN WSP 15G	TACROLIMUS 0.1% IN WSP 15G	TACROLIMUS 0.1% IN WSP 15G	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C0BC508B-F868-423E-8271-67B4DD9D4974	!UNMAPPED	REPATHA 140MG PRE-FILLED PEN (EVOLOCUMAB)	REPATHA 140MG PRE-FILLED PEN (EVOLOCUMAB)	REPATHA 140MG PRE-FILLED PEN (EVOLOCUMAB)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C0F1DEE5-EF02-42E5-9010-4592377885A3	!UNMAPPED	DHEA TESTOSTERONE	DHEA TESTOSTERONE TABLETS SUBLINGUAL 150MG 150MG	DHEA TESTOSTERONE	NULL	NULL	NULL	NULL	NULL	TABLETS SUBLINGUAL	150MG 150MG	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C17CE063-067E-4557-B0C5-BFC74B8F3697	!UNMAPPED	AMC VIT C SF 500MG TAB 200	AMC VIT C SF 500MG TAB 200	AMC VIT C SF 500MG TAB 200	9314567202533	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C1DF10CE-2419-4FA5-A05F-301691F49C00	!UNMAPPED	ALUMINIUM ACETATE	ALUMINIUM ACETATE SOLUTION EXTERNAL	ALUMINIUM ACETATE	NULL	NULL	NULL	NULL	NULL	SOLUTION EXTERNAL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C2B27964-2C68-4A7D-9720-8CC059A36150	!UNMAPPED	CREAM NEW	PSORIASIS CREAM HALF STRENGTH	CREAM NEW	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C2F286EC-BACE-4BED-9BDF-1B790544C341	!UNMAPPED	PHCY CARE VIT D CAP 200	PHCY CARE VIT D CAP 200	PHCY CARE VIT D CAP 200	9341571004006	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C33599F0-B132-4EB2-884D-7ECDCDA95F9E	!UNMAPPED	BIOC UBIQUINOL BIOACTIVE 150MG 30S	BIOC UBIQUINOL BIOACTIVE 150MG 30S	BIOC UBIQUINOL BIOACTIVE 150MG 30S	9328727006671	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C417B19A-B3EF-452A-A0C7-89EBA2DCAD48	!UNMAPPED	BIOCEUTICALS SILICA LIQUID 500ML	BIOCEUTICALS SILICA LIQUID 500ML	BIOCEUTICALS SILICA LIQUID 500ML	9328727009580	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C56F53CD-146B-4E3A-AB67-4AA5D266BD3C	!UNMAPPED	EDTA 0.5% SOLUTION EYE DROP 10ML	EDTA 0.5% SOLUTION EYE DROP 10ML	EDTA 0.5% SOLUTION EYE DROP 10ML	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C5A67269-50AC-4768-AE54-1D04FEFEFB1C	!UNMAPPED	NAT/OWN NATU VIT E 500IU 75 CAPS	NAT/OWN NATU VIT E 500IU 75 CAPS	NAT/OWN NATU VIT E 500IU 75 CAPS	9316090018292	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C7363DD4-9F2F-4699-8072-24D2F0214BB1	!UNMAPPED	NH DELUXE W/SPLINT T/SPICA RIG	NH DELUXE W/SPLINT T/SPICA RIG	NH DELUXE W/SPLINT T/SPICA RIG	9315543995265	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C757713B-ED28-41D4-9CA0-F1BF873AFA02	!UNMAPPED	BUROWS	BUROWS LOTION 1:20 DILUTION	BUROWS	NULL	NULL	NULL	NULL	NULL	LOTION	1:20 DILUTION	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C7D146B5-481C-45E0-9FB3-F7CDCDB87894	!UNMAPPED	OESTRIOL 1MG/GM VAGINAL CREAM 15GM	OESTRIOL 1MG/GM VAGINAL CREAM	OESTRIOL 1MG/GM VAGINAL CREAM 15GM	851428	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C835CA25-7019-40C1-A2DB-C73259FC952C	!UNMAPPED	CARUSO'S PROSTATE EZE MAX 15000MG 30 CAP	CARUSO'S PROSTATE EZE MAX 15000MG 30 CAP	CARUSO'S PROSTATE EZE MAX 15000MG 30 CAP	9323573001245	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C8A480CC-BD78-478A-98EB-FAB93FA72596	!UNMAPPED	GILLETTE FUSION HYDRO GEL SENS 200G (3)	GILLETTE FUSION HYDRO GEL SENS 200G (3)	GILLETTE FUSION HYDRO GEL SENS 200G (3)	7702018864607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C8E5AFA9-4BB6-4588-B042-35537D8C7FF6	!UNMAPPED	SIGUENT HYCOR 0.5%  5G	SIGUENT HYCOR 0.5%  5G	SIGUENT HYCOR 0.5%  5G	93478779	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C8F5115D-25B8-4D8D-9018-2097DA9FABD6	!UNMAPPED	PHCY CARE NASAL DECON PE TAB24	PHCY CARE NASAL DECON PE TAB24	PHCY CARE NASAL DECON PE TAB24	9341571011035	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C9217C52-4492-47FF-B872-33FA5FEEAE31	!UNMAPPED	RIODINE ANTIS OINT 25GM	RIODINE ANTIS OINT 25GM	RIODINE ANTIS OINT 25GM	9319912028103	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C93BB5D9-ABE1-4384-8BE2-1703712CAF0C	!UNMAPPED	COMBIGESIC TAB 200MG/500MG 30    S3	COMBIGESIC TAB 200MG/500MG 30    S3	COMBIGESIC TAB 200MG/500MG 30    S3	9331134928658	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C955C053-31FC-4414-AB50-18BE5E76042A	!UNMAPPED	PICOPREP 15.5G 1SACH	PICOPREP 15.5G 1SACH	PICOPREP 15.5G 1SACH	9322141000147	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C9621BED-DFBC-496C-A031-E03785892495	!UNMAPPED	MACLEANS PRTCT MLD/MNT TPASTE 90G	MACLEANS PRTCT MLD/MNT TPASTE 90G	MACLEANS PRTCT MLD/MNT TPASTE 90G	9300673751089	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C97AA54C-FC85-4EC4-8607-477136E81520	!UNMAPPED	CM PETROLEUM JELLY JAR 200G (6)	CM PETROLEUM JELLY JAR 200G (6)	CM PETROLEUM JELLY JAR 200G (6)	9316100668929	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C9BEE1C2-7BA7-4F42-9964-A39CFDC6FC3F	!UNMAPPED	NO 1675 TRP/STR/GAR/C/HOR TAB 100 1675	NO 1675 TRP/STR/GAR/C/HOR TAB 100 1675	NO 1675 TRP/STR/GAR/C/HOR TAB 100 1675	9316090016755	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	C9C29004-C958-4258-A10D-453F79FED584	!UNMAPPED	DP VITAMIN D 50,000IU CAPSULES 12	DP VITAMIN D 50,000IU CAPSULES 12	DP VITAMIN D 50,000IU CAPSULES 12	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CABD4C66-77B7-4950-92B2-B7E82CF86A93	!UNMAPPED	SCW NAPRO S/SOFT COND NML BAL 400ML	SCW NAPRO S/SOFT COND NML BAL 400ML	SCW NAPRO S/SOFT COND NML BAL 400ML	9310714213414	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CB0208D8-AEF9-4740-BA65-B8F820015FB1	!UNMAPPED	CM FEXOFENADINE TAB 180MG 10 (6)	CM FEXOFENADINE TAB 180MG 10 (6)	CM FEXOFENADINE TAB 180MG 10 (6)	9316100664181	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CB1698EF-E14E-433C-AF16-87B3ECC7D038	!UNMAPPED	SUNSILK S/POO DAMAGED 200ML	SUNSILK S/POO DAMAGED 200ML	SUNSILK S/POO DAMAGED 200ML	9300663464234	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CB733873-729B-48C4-9AEE-0A0D1CA2EBF4	!UNMAPPED	ACARBOSE MYLAN	ACARBOSE MYLAN TABLETS 50MG	ACARBOSE MYLAN	9323610011602	NULL	NULL	AF	NULL	TABLETS	50MG	NULL	90	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CBC419D2-37A6-4D3F-9892-73F3EB27BAA5	!UNMAPPED	4ME NAIL SCISS FLAT	4ME NAIL SCISS FLAT	4ME NAIL SCISS FLAT	9316100170408	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CBF1B963-A1AF-4BE5-9D8B-13BCDC6891AC	!UNMAPPED	THERACUMIN BIOACTIVE 300MG 60	THERACUMIN BIOACTIVE 300MG 60	THERACUMIN BIOACTIVE 300MG 60	9328727007050	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CD2F4821-D98A-42B0-A15B-D1AF8FC0B23A	!UNMAPPED	SWISSPERS COTTON TIPS 100	SWISSPERS COTTON TIPS 100	SWISSPERS COTTON TIPS 100	9329414000002	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CD8D6B0B-1523-44FD-BEAB-30E61DB91685	!UNMAPPED	TEMOZOLOMIDE ORION	TEMOZOLOMIDE ORION CAPSULES 250MG	TEMOZOLOMIDE ORION	9319912029858	NULL	NULL	ON	NULL	CAPSULES	250MG	NULL	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CDD1E637-AC00-4405-A8EC-A9E5E9B08967	!UNMAPPED	HUGO ULTRA GRIP CANE TIP	HUGO ULTRA GRIP CANE TIP	HUGO ULTRA GRIP CANE TIP	775757310015	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CE0A29CF-5A9B-4514-ADB7-137641242AC6	!UNMAPPED	NO GLUCOSAMINE LIQUID 1500  1605 (	NO GLUCOSAMINE LIQUID 1500  1605 (	NO GLUCOSAMINE LIQUID 1500  1605 (	9316090016052	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CF1CDA75-8A62-45F0-8F33-CBA61CC4550D	!UNMAPPED	SANDOSTATIN	SANDOSTATIN AMPOULE 0.1MG/1ML 1ML	SANDOSTATIN	9319099301556	NULL	NULL	NV	NULL	AMPOULE	0.1MG/1ML	NULL	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CF549A33-42DE-46F3-BF92-A0C1D4DAC3EA	!UNMAPPED	SODIUM CHLORIDE 0.9% 1L (BR)	SODIUM CHLORIDE 0.9% 1L (BR)	SODIUM CHLORIDE 0.9% 1L (BR)	4030539051859	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CFBB9A4B-2B79-44A9-88FD-6BB2AA27A844	!UNMAPPED	BODIGRIP B FL 6.5CMX1M	BODIGRIP B FL 6.5CMX1M	BODIGRIP B FL 6.5CMX1M	9325334013450	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	CFF9E2B7-4EE8-49D9-B41D-CAE484B4A658	!UNMAPPED	PHCY CARE PARACODEINE TAB 40	PHCY CARE PARACODEINE TAB 40	PHCY CARE PARACODEINE TAB 40	9341571005492	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
NULL	ZDISPENSE	D035F8A0-32AB-4C4A-BD1D-8947534D22FE	!UNMAPPED	THYROID EXTRACT	THYROID EXTRACT CAPSULES 48MG	THYROID EXTRACT	NULL	NULL	NULL	NULL	NULL	CAPSULES	48MG	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
